Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 3, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 2,359,424
  scalars                 : 6
  total                   : 10,748,038
Estimated FLOPs per token: 3.932237e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011044 | lrm: 1.00 | dt: 24086ms | tok/sec: 21,767 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.089343 | lrm: 1.00 | dt: 466ms | tok/sec: 1,124,806 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.928894 | lrm: 1.00 | dt: 428ms | tok/sec: 1,225,946 | mfu: 4.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.583807 | lrm: 1.00 | dt: 567ms | tok/sec: 924,039 | mfu: 3.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.274641 | lrm: 1.00 | dt: 460ms | tok/sec: 1,138,995 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.003890 | lrm: 1.00 | dt: 461ms | tok/sec: 1,137,371 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.776306 | lrm: 1.00 | dt: 462ms | tok/sec: 1,134,092 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.563563 | lrm: 1.00 | dt: 613ms | tok/sec: 855,348 | mfu: 3.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.367335 | lrm: 1.00 | dt: 569ms | tok/sec: 922,051 | mfu: 3.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.180249 | lrm: 1.00 | dt: 474ms | tok/sec: 1,105,724 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.011292 | lrm: 1.00 | dt: 430ms | tok/sec: 1,220,068 | mfu: 4.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.862335 | lrm: 1.00 | dt: 449ms | tok/sec: 1,168,649 | mfu: 4.6% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.725455 | lrm: 1.00 | dt: 461ms | tok/sec: 1,138,259 | mfu: 4.5% | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 6.604217 | lrm: 1.00 | dt: 439ms | tok/sec: 1,195,158 | mfu: 4.7% | epoch: 1 | remaining: 299s    
step 00464 (67.9%) | loss: 3.471115 | lrm: 1.00 | dt: 466ms | tok/sec: 1,124,963 | mfu: 4.5% | epoch: 1 | remaining: 96s    
step 00465 (68.1%) | loss: 3.461144 | lrm: 1.00 | dt: 471ms | tok/sec: 1,112,288 | mfu: 4.4% | epoch: 1 | remaining: 95s    
step 00466 (68.2%) | loss: 3.456800 | lrm: 1.00 | dt: 402ms | tok/sec: 1,305,248 | mfu: 5.2% | epoch: 1 | remaining: 95s    
step 00467 (68.4%) | loss: 3.449406 | lrm: 1.00 | dt: 406ms | tok/sec: 1,292,903 | mfu: 5.1% | epoch: 1 | remaining: 95s    
step 00468 (68.5%) | loss: 3.459194 | lrm: 1.00 | dt: 472ms | tok/sec: 1,111,221 | mfu: 4.4% | epoch: 1 | remaining: 94s    
step 00469 (68.7%) | loss: 3.456779 | lrm: 1.00 | dt: 440ms | tok/sec: 1,191,838 | mfu: 4.7% | epoch: 1 | remaining: 94s    
step 00470 (68.8%) | loss: 3.448331 | lrm: 1.00 | dt: 411ms | tok/sec: 1,277,061 | mfu: 5.1% | epoch: 1 | remaining: 93s    
step 00471 (68.9%) | loss: 3.450050 | lrm: 1.00 | dt: 392ms | tok/sec: 1,338,642 | mfu: 5.3% | epoch: 1 | remaining: 93s    
step 00472 (69.1%) | loss: 3.448840 | lrm: 1.00 | dt: 423ms | tok/sec: 1,240,171 | mfu: 4.9% | epoch: 1 | remaining: 92s    
step 00473 (69.2%) | loss: 3.450823 | lrm: 1.00 | dt: 398ms | tok/sec: 1,318,698 | mfu: 5.2% | epoch: 1 | remaining: 92s    
step 00474 (69.3%) | loss: 3.454904 | lrm: 1.00 | dt: 365ms | tok/sec: 1,437,582 | mfu: 5.7% | epoch: 1 | remaining: 92s    
step 00475 (69.5%) | loss: 3.455536 | lrm: 1.00 | dt: 395ms | tok/sec: 1,327,390 | mfu: 5.3% | epoch: 1 | remaining: 91s    
step 00476 (69.6%) | loss: 3.457725 | lrm: 1.00 | dt: 436ms | tok/sec: 1,201,732 | mfu: 4.8% | epoch: 1 | remaining: 91s    
step 00477 (69.7%) | loss: 3.443790 | lrm: 1.00 | dt: 393ms | tok/sec: 1,332,554 | mfu: 5.3% | epoch: 1 | remaining: 90s    
step 00478 (69.9%) | loss: 3.441572 | lrm: 1.00 | dt: 420ms | tok/sec: 1,247,360 | mfu: 5.0% | epoch: 1 | remaining: 90s    
step 00479 (70.0%) | loss: 3.428788 | lrm: 1.00 | dt: 428ms | tok/sec: 1,224,534 | mfu: 4.9% | epoch: 1 | remaining: 90s    
step 00480 (70.2%) | loss: 3.434123 | lrm: 0.99 | dt: 382ms | tok/sec: 1,374,028 | mfu: 5.5% | epoch: 1 | remaining: 89s    
step 00481 (70.3%) | loss: 3.437186 | lrm: 0.99 | dt: 406ms | tok/sec: 1,290,761 | mfu: 5.1% | epoch: 1 | remaining: 89s    
step 00482 (70.4%) | loss: 3.440782 | lrm: 0.99 | dt: 414ms | tok/sec: 1,265,597 | mfu: 5.0% | epoch: 1 | remaining: 88s    
step 00483 (70.6%) | loss: 3.436884 | lrm: 0.98 | dt: 444ms | tok/sec: 1,181,085 | mfu: 4.7% | epoch: 1 | remaining: 88s    
step 00484 (70.7%) | loss: 3.430676 | lrm: 0.98 | dt: 413ms | tok/sec: 1,269,970 | mfu: 5.0% | epoch: 1 | remaining: 87s    
step 00485 (70.8%) | loss: 3.433844 | lrm: 0.97 | dt: 393ms | tok/sec: 1,335,230 | mfu: 5.3% | epoch: 1 | remaining: 87s    
step 00486 (71.0%) | loss: 3.441593 | lrm: 0.97 | dt: 395ms | tok/sec: 1,325,791 | mfu: 5.3% | epoch: 1 | remaining: 87s    
step 00487 (71.1%) | loss: 3.430002 | lrm: 0.96 | dt: 370ms | tok/sec: 1,417,724 | mfu: 5.6% | epoch: 1 | remaining: 86s    
step 00488 (71.2%) | loss: 3.433227 | lrm: 0.96 | dt: 381ms | tok/sec: 1,376,314 | mfu: 5.5% | epoch: 1 | remaining: 86s    
step 00489 (71.4%) | loss: 3.432614 | lrm: 0.95 | dt: 405ms | tok/sec: 1,293,612 | mfu: 5.1% | epoch: 1 | remaining: 86s    
step 00490 (71.5%) | loss: 3.434485 | lrm: 0.95 | dt: 385ms | tok/sec: 1,360,999 | mfu: 5.4% | epoch: 1 | remaining: 85s    
step 00491 (71.6%) | loss: 3.435443 | lrm: 0.95 | dt: 413ms | tok/sec: 1,270,332 | mfu: 5.0% | epoch: 1 | remaining: 85s    
step 00492 (71.8%) | loss: 3.446130 | lrm: 0.94 | dt: 412ms | tok/sec: 1,273,543 | mfu: 5.1% | epoch: 1 | remaining: 84s    
step 00493 (71.9%) | loss: 3.448202 | lrm: 0.94 | dt: 379ms | tok/sec: 1,381,708 | mfu: 5.5% | epoch: 1 | remaining: 84s    
step 00494 (72.0%) | loss: 3.442260 | lrm: 0.93 | dt: 394ms | tok/sec: 1,329,209 | mfu: 5.3% | epoch: 1 | remaining: 84s    
step 00495 (72.1%) | loss: 3.435428 | lrm: 0.93 | dt: 406ms | tok/sec: 1,291,086 | mfu: 5.1% | epoch: 1 | remaining: 83s    
step 00496 (72.3%) | loss: 3.444138 | lrm: 0.92 | dt: 392ms | tok/sec: 1,336,343 | mfu: 5.3% | epoch: 1 | remaining: 83s    
step 00497 (72.4%) | loss: 3.435631 | lrm: 0.92 | dt: 424ms | tok/sec: 1,237,449 | mfu: 4.9% | epoch: 1 | remaining: 82s    
step 00498 (72.6%) | loss: 3.431189 | lrm: 0.91 | dt: 384ms | tok/sec: 1,363,672 | mfu: 5.4% | epoch: 1 | remaining: 82s    
step 00499 (72.7%) | loss: 3.446292 | lrm: 0.91 | dt: 421ms | tok/sec: 1,245,761 | mfu: 5.0% | epoch: 1 | remaining: 82s    
step 00500 (72.8%) | loss: 3.443912 | lrm: 0.91 | dt: 372ms | tok/sec: 1,408,736 | mfu: 5.6% | epoch: 1 | remaining: 81s    
step 00501 (72.9%) | loss: 3.446589 | lrm: 0.90 | dt: 388ms | tok/sec: 1,351,643 | mfu: 5.4% | epoch: 1 | remaining: 81s    
step 00502 (73.1%) | loss: 3.456598 | lrm: 0.90 | dt: 397ms | tok/sec: 1,322,269 | mfu: 5.3% | epoch: 1 | remaining: 80s    
step 00503 (73.2%) | loss: 3.454191 | lrm: 0.89 | dt: 363ms | tok/sec: 1,443,785 | mfu: 5.7% | epoch: 1 | remaining: 80s    
step 00504 (73.3%) | loss: 3.451295 | lrm: 0.89 | dt: 405ms | tok/sec: 1,293,001 | mfu: 5.1% | epoch: 1 | remaining: 80s    
step 00505 (73.5%) | loss: 3.441316 | lrm: 0.88 | dt: 385ms | tok/sec: 1,363,295 | mfu: 5.4% | epoch: 1 | remaining: 79s    
step 00506 (73.6%) | loss: 3.436102 | lrm: 0.88 | dt: 365ms | tok/sec: 1,436,063 | mfu: 5.7% | epoch: 1 | remaining: 79s    
step 00507 (73.7%) | loss: 3.442365 | lrm: 0.88 | dt: 393ms | tok/sec: 1,334,933 | mfu: 5.3% | epoch: 1 | remaining: 78s    
step 00508 (73.8%) | loss: 3.443300 | lrm: 0.87 | dt: 441ms | tok/sec: 1,189,862 | mfu: 4.7% | epoch: 1 | remaining: 78s    
step 00509 (74.0%) | loss: 3.435351 | lrm: 0.87 | dt: 409ms | tok/sec: 1,281,245 | mfu: 5.1% | epoch: 1 | remaining: 78s    
step 00510 (74.1%) | loss: 3.424268 | lrm: 0.86 | dt: 397ms | tok/sec: 1,322,007 | mfu: 5.3% | epoch: 1 | remaining: 77s    
step 00511 (74.3%) | loss: 3.417863 | lrm: 0.86 | dt: 370ms | tok/sec: 1,418,633 | mfu: 5.6% | epoch: 1 | remaining: 77s    
step 00512 (74.4%) | loss: 3.416820 | lrm: 0.85 | dt: 436ms | tok/sec: 1,202,109 | mfu: 4.8% | epoch: 1 | remaining: 76s    
step 00513 (74.5%) | loss: 3.420556 | lrm: 0.85 | dt: 433ms | tok/sec: 1,210,776 | mfu: 4.8% | epoch: 1 | remaining: 76s    
step 00514 (74.7%) | loss: 3.422254 | lrm: 0.84 | dt: 371ms | tok/sec: 1,411,389 | mfu: 5.6% | epoch: 1 | remaining: 76s    
step 00515 (74.8%) | loss: 3.418575 | lrm: 0.84 | dt: 401ms | tok/sec: 1,306,412 | mfu: 5.2% | epoch: 1 | remaining: 75s    
step 00516 (74.9%) | loss: 3.426032 | lrm: 0.84 | dt: 408ms | tok/sec: 1,283,845 | mfu: 5.1% | epoch: 1 | remaining: 75s    
step 00517 (75.1%) | loss: 3.427651 | lrm: 0.83 | dt: 384ms | tok/sec: 1,365,607 | mfu: 5.4% | epoch: 1 | remaining: 74s    
step 00518 (75.2%) | loss: 3.427549 | lrm: 0.83 | dt: 394ms | tok/sec: 1,331,610 | mfu: 5.3% | epoch: 1 | remaining: 74s    
step 00519 (75.3%) | loss: 3.424379 | lrm: 0.82 | dt: 432ms | tok/sec: 1,213,448 | mfu: 4.8% | epoch: 1 | remaining: 74s    
step 00520 (75.5%) | loss: 3.425356 | lrm: 0.82 | dt: 419ms | tok/sec: 1,251,857 | mfu: 5.0% | epoch: 1 | remaining: 73s    
step 00521 (75.6%) | loss: 3.424154 | lrm: 0.81 | dt: 372ms | tok/sec: 1,410,771 | mfu: 5.6% | epoch: 1 | remaining: 73s    
step 00522 (75.7%) | loss: 3.413954 | lrm: 0.81 | dt: 396ms | tok/sec: 1,324,558 | mfu: 5.3% | epoch: 1 | remaining: 72s    
step 00523 (75.9%) | loss: 3.413824 | lrm: 0.80 | dt: 403ms | tok/sec: 1,300,783 | mfu: 5.2% | epoch: 1 | remaining: 72s    
step 00524 (76.0%) | loss: 3.408442 | lrm: 0.80 | dt: 379ms | tok/sec: 1,384,311 | mfu: 5.5% | epoch: 1 | remaining: 72s    
step 00525 (76.1%) | loss: 3.403715 | lrm: 0.80 | dt: 389ms | tok/sec: 1,347,941 | mfu: 5.4% | epoch: 1 | remaining: 71s    
step 00526 (76.3%) | loss: 3.394162 | lrm: 0.79 | dt: 380ms | tok/sec: 1,379,740 | mfu: 5.5% | epoch: 1 | remaining: 71s    
step 00527 (76.4%) | loss: 3.389090 | lrm: 0.79 | dt: 438ms | tok/sec: 1,196,299 | mfu: 4.8% | epoch: 1 | remaining: 70s    
step 00528 (76.5%) | loss: 3.383884 | lrm: 0.78 | dt: 418ms | tok/sec: 1,253,845 | mfu: 5.0% | epoch: 1 | remaining: 70s    
step 00529 (76.7%) | loss: 3.380808 | lrm: 0.78 | dt: 394ms | tok/sec: 1,331,718 | mfu: 5.3% | epoch: 1 | remaining: 70s    
step 00530 (76.8%) | loss: 3.377730 | lrm: 0.77 | dt: 462ms | tok/sec: 1,135,956 | mfu: 4.5% | epoch: 1 | remaining: 69s    
step 00531 (77.0%) | loss: 3.377720 | lrm: 0.77 | dt: 432ms | tok/sec: 1,214,779 | mfu: 4.8% | epoch: 1 | remaining: 69s    
step 00532 (77.1%) | loss: 3.384360 | lrm: 0.76 | dt: 415ms | tok/sec: 1,261,909 | mfu: 5.0% | epoch: 1 | remaining: 68s    
step 00533 (77.2%) | loss: 3.389280 | lrm: 0.76 | dt: 392ms | tok/sec: 1,337,531 | mfu: 5.3% | epoch: 1 | remaining: 68s    
step 00534 (77.4%) | loss: 3.383330 | lrm: 0.75 | dt: 500ms | tok/sec: 1,048,371 | mfu: 4.2% | epoch: 1 | remaining: 67s    
step 00535 (77.5%) | loss: 3.381438 | lrm: 0.75 | dt: 459ms | tok/sec: 1,141,401 | mfu: 4.5% | epoch: 1 | remaining: 67s    
step 00536 (77.7%) | loss: 3.377603 | lrm: 0.74 | dt: 416ms | tok/sec: 1,261,019 | mfu: 5.0% | epoch: 1 | remaining: 67s    
step 00537 (77.8%) | loss: 3.370692 | lrm: 0.74 | dt: 466ms | tok/sec: 1,124,801 | mfu: 4.5% | epoch: 1 | remaining: 66s    
step 00538 (78.0%) | loss: 3.379885 | lrm: 0.73 | dt: 443ms | tok/sec: 1,184,379 | mfu: 4.7% | epoch: 1 | remaining: 66s    
step 00539 (78.1%) | loss: 3.388270 | lrm: 0.73 | dt: 453ms | tok/sec: 1,156,976 | mfu: 4.6% | epoch: 1 | remaining: 65s    
step 00540 (78.3%) | loss: 3.393140 | lrm: 0.72 | dt: 528ms | tok/sec: 993,554 | mfu: 3.9% | epoch: 1 | remaining: 65s    
step 00541 (78.5%) | loss: 3.396887 | lrm: 0.72 | dt: 432ms | tok/sec: 1,213,568 | mfu: 4.8% | epoch: 1 | remaining: 64s    
step 00542 (78.6%) | loss: 3.392986 | lrm: 0.71 | dt: 454ms | tok/sec: 1,156,022 | mfu: 4.6% | epoch: 1 | remaining: 64s    
step 00543 (78.8%) | loss: 3.389971 | lrm: 0.71 | dt: 530ms | tok/sec: 988,476 | mfu: 3.9% | epoch: 1 | remaining: 63s    
step 00544 (78.9%) | loss: 3.388332 | lrm: 0.70 | dt: 547ms | tok/sec: 957,832 | mfu: 3.8% | epoch: 1 | remaining: 63s    
step 00545 (79.1%) | loss: 3.387412 | lrm: 0.70 | dt: 389ms | tok/sec: 1,347,035 | mfu: 5.4% | epoch: 1 | remaining: 62s    
step 00546 (79.2%) | loss: 3.387996 | lrm: 0.69 | dt: 443ms | tok/sec: 1,184,822 | mfu: 4.7% | epoch: 1 | remaining: 62s    
step 00547 (79.4%) | loss: 3.397815 | lrm: 0.69 | dt: 430ms | tok/sec: 1,218,556 | mfu: 4.8% | epoch: 1 | remaining: 61s    
step 00548 (79.5%) | loss: 3.403152 | lrm: 0.68 | dt: 548ms | tok/sec: 956,575 | mfu: 3.8% | epoch: 1 | remaining: 61s    
step 00549 (79.7%) | loss: 3.390753 | lrm: 0.68 | dt: 533ms | tok/sec: 983,168 | mfu: 3.9% | epoch: 1 | remaining: 60s    
step 00550 (79.9%) | loss: 3.383280 | lrm: 0.67 | dt: 563ms | tok/sec: 932,015 | mfu: 3.7% | epoch: 1 | remaining: 60s    
step 00551 (80.1%) | loss: 3.371198 | lrm: 0.66 | dt: 444ms | tok/sec: 1,180,138 | mfu: 4.7% | epoch: 1 | remaining: 59s    
step 00552 (80.2%) | loss: 3.366662 | lrm: 0.66 | dt: 619ms | tok/sec: 847,415 | mfu: 3.4% | epoch: 1 | remaining: 59s    
step 00553 (80.4%) | loss: 3.367186 | lrm: 0.65 | dt: 460ms | tok/sec: 1,140,333 | mfu: 4.5% | epoch: 1 | remaining: 58s    
step 00554 (80.6%) | loss: 3.374583 | lrm: 0.65 | dt: 535ms | tok/sec: 979,812 | mfu: 3.9% | epoch: 1 | remaining: 58s    
step 00555 (80.8%) | loss: 3.371481 | lrm: 0.64 | dt: 607ms | tok/sec: 864,053 | mfu: 3.4% | epoch: 1 | remaining: 57s    
step 00556 (81.0%) | loss: 3.372703 | lrm: 0.63 | dt: 430ms | tok/sec: 1,219,646 | mfu: 4.8% | epoch: 1 | remaining: 57s    
step 00557 (81.1%) | loss: 3.371154 | lrm: 0.63 | dt: 557ms | tok/sec: 940,770 | mfu: 3.7% | epoch: 1 | remaining: 56s    
step 00558 (81.3%) | loss: 3.372567 | lrm: 0.62 | dt: 548ms | tok/sec: 956,282 | mfu: 3.8% | epoch: 1 | remaining: 56s    
step 00559 (81.5%) | loss: 3.374216 | lrm: 0.62 | dt: 640ms | tok/sec: 819,415 | mfu: 3.3% | epoch: 1 | remaining: 55s    
step 00560 (81.7%) | loss: 3.362689 | lrm: 0.61 | dt: 511ms | tok/sec: 1,025,724 | mfu: 4.1% | epoch: 1 | remaining: 54s    
step 00561 (81.9%) | loss: 3.372760 | lrm: 0.60 | dt: 605ms | tok/sec: 866,786 | mfu: 3.4% | epoch: 1 | remaining: 54s    
step 00562 (82.1%) | loss: 3.371955 | lrm: 0.60 | dt: 615ms | tok/sec: 853,140 | mfu: 3.4% | epoch: 1 | remaining: 53s    
step 00563 (82.3%) | loss: 3.373565 | lrm: 0.59 | dt: 584ms | tok/sec: 898,341 | mfu: 3.6% | epoch: 1 | remaining: 53s    
step 00564 (82.5%) | loss: 3.382381 | lrm: 0.58 | dt: 567ms | tok/sec: 924,419 | mfu: 3.7% | epoch: 1 | remaining: 52s    
step 00565 (82.7%) | loss: 3.378184 | lrm: 0.58 | dt: 462ms | tok/sec: 1,135,630 | mfu: 4.5% | epoch: 1 | remaining: 52s    
step 00566 (82.8%) | loss: 3.387500 | lrm: 0.57 | dt: 495ms | tok/sec: 1,058,359 | mfu: 4.2% | epoch: 1 | remaining: 51s    
step 00567 (83.0%) | loss: 3.381737 | lrm: 0.57 | dt: 536ms | tok/sec: 978,712 | mfu: 3.9% | epoch: 1 | remaining: 51s    
step 00568 (83.2%) | loss: 3.375494 | lrm: 0.56 | dt: 581ms | tok/sec: 901,642 | mfu: 3.6% | epoch: 1 | remaining: 50s    
step 00569 (83.3%) | loss: 3.375116 | lrm: 0.56 | dt: 436ms | tok/sec: 1,201,459 | mfu: 4.8% | epoch: 1 | remaining: 50s    
step 00570 (83.5%) | loss: 3.374298 | lrm: 0.55 | dt: 493ms | tok/sec: 1,063,022 | mfu: 4.2% | epoch: 1 | remaining: 49s    
step 00571 (83.7%) | loss: 3.371279 | lrm: 0.54 | dt: 501ms | tok/sec: 1,047,401 | mfu: 4.2% | epoch: 1 | remaining: 49s    
step 00572 (83.8%) | loss: 3.364340 | lrm: 0.54 | dt: 438ms | tok/sec: 1,197,324 | mfu: 4.8% | epoch: 1 | remaining: 48s    
step 00573 (84.0%) | loss: 3.369587 | lrm: 0.53 | dt: 428ms | tok/sec: 1,225,768 | mfu: 4.9% | epoch: 1 | remaining: 48s    
step 00574 (84.1%) | loss: 3.373943 | lrm: 0.53 | dt: 481ms | tok/sec: 1,089,770 | mfu: 4.3% | epoch: 1 | remaining: 47s    
step 00575 (84.3%) | loss: 3.375000 | lrm: 0.52 | dt: 438ms | tok/sec: 1,196,832 | mfu: 4.8% | epoch: 1 | remaining: 47s    
step 00576 (84.4%) | loss: 3.372875 | lrm: 0.52 | dt: 443ms | tok/sec: 1,184,329 | mfu: 4.7% | epoch: 1 | remaining: 46s    
step 00577 (84.6%) | loss: 3.373929 | lrm: 0.51 | dt: 409ms | tok/sec: 1,283,103 | mfu: 5.1% | epoch: 1 | remaining: 46s    
step 00578 (84.7%) | loss: 3.368786 | lrm: 0.51 | dt: 419ms | tok/sec: 1,250,512 | mfu: 5.0% | epoch: 1 | remaining: 45s    
step 00579 (84.8%) | loss: 3.369982 | lrm: 0.51 | dt: 469ms | tok/sec: 1,118,853 | mfu: 4.4% | epoch: 1 | remaining: 45s    
step 00580 (85.0%) | loss: 3.378886 | lrm: 0.50 | dt: 414ms | tok/sec: 1,267,621 | mfu: 5.0% | epoch: 1 | remaining: 45s    
step 00581 (85.1%) | loss: 3.371397 | lrm: 0.50 | dt: 393ms | tok/sec: 1,333,934 | mfu: 5.3% | epoch: 1 | remaining: 44s    
step 00582 (85.3%) | loss: 3.362497 | lrm: 0.49 | dt: 423ms | tok/sec: 1,238,290 | mfu: 4.9% | epoch: 1 | remaining: 44s    
step 00583 (85.4%) | loss: 3.359787 | lrm: 0.49 | dt: 451ms | tok/sec: 1,163,585 | mfu: 4.6% | epoch: 1 | remaining: 43s    
step 00584 (85.6%) | loss: 3.357392 | lrm: 0.48 | dt: 371ms | tok/sec: 1,413,334 | mfu: 5.6% | epoch: 1 | remaining: 43s    
step 00585 (85.7%) | loss: 3.356397 | lrm: 0.48 | dt: 421ms | tok/sec: 1,245,080 | mfu: 4.9% | epoch: 1 | remaining: 43s    
step 00586 (85.8%) | loss: 3.365052 | lrm: 0.47 | dt: 373ms | tok/sec: 1,407,239 | mfu: 5.6% | epoch: 1 | remaining: 42s    
step 00587 (85.9%) | loss: 3.358091 | lrm: 0.47 | dt: 393ms | tok/sec: 1,335,668 | mfu: 5.3% | epoch: 1 | remaining: 42s    
step 00588 (86.1%) | loss: 3.357103 | lrm: 0.46 | dt: 404ms | tok/sec: 1,297,305 | mfu: 5.2% | epoch: 1 | remaining: 41s    
step 00589 (86.2%) | loss: 3.350632 | lrm: 0.46 | dt: 417ms | tok/sec: 1,258,775 | mfu: 5.0% | epoch: 1 | remaining: 41s    
step 00590 (86.3%) | loss: 3.351415 | lrm: 0.46 | dt: 467ms | tok/sec: 1,122,242 | mfu: 4.5% | epoch: 1 | remaining: 40s    
step 00591 (86.5%) | loss: 3.350766 | lrm: 0.45 | dt: 416ms | tok/sec: 1,259,852 | mfu: 5.0% | epoch: 1 | remaining: 40s    
step 00592 (86.6%) | loss: 3.343189 | lrm: 0.45 | dt: 399ms | tok/sec: 1,314,545 | mfu: 5.2% | epoch: 1 | remaining: 40s    
step 00593 (86.8%) | loss: 3.356196 | lrm: 0.44 | dt: 391ms | tok/sec: 1,339,424 | mfu: 5.3% | epoch: 1 | remaining: 39s    
step 00594 (86.9%) | loss: 3.362842 | lrm: 0.44 | dt: 381ms | tok/sec: 1,376,412 | mfu: 5.5% | epoch: 1 | remaining: 39s    
step 00595 (87.0%) | loss: 3.362191 | lrm: 0.43 | dt: 415ms | tok/sec: 1,264,516 | mfu: 5.0% | epoch: 1 | remaining: 38s    
step 00596 (87.2%) | loss: 3.372857 | lrm: 0.43 | dt: 393ms | tok/sec: 1,334,577 | mfu: 5.3% | epoch: 1 | remaining: 38s    
step 00597 (87.3%) | loss: 3.371944 | lrm: 0.42 | dt: 392ms | tok/sec: 1,336,508 | mfu: 5.3% | epoch: 1 | remaining: 38s    
step 00598 (87.4%) | loss: 3.365145 | lrm: 0.42 | dt: 421ms | tok/sec: 1,245,821 | mfu: 5.0% | epoch: 1 | remaining: 37s    
step 00599 (87.6%) | loss: 3.359343 | lrm: 0.41 | dt: 413ms | tok/sec: 1,270,740 | mfu: 5.0% | epoch: 1 | remaining: 37s    
step 00600 (87.7%) | loss: 3.365012 | lrm: 0.41 | dt: 478ms | tok/sec: 1,096,654 | mfu: 4.4% | epoch: 1 | remaining: 36s    
step 00601 (87.9%) | loss: 3.366367 | lrm: 0.40 | dt: 410ms | tok/sec: 1,277,476 | mfu: 5.1% | epoch: 1 | remaining: 36s    
step 00602 (88.0%) | loss: 3.358036 | lrm: 0.40 | dt: 388ms | tok/sec: 1,352,963 | mfu: 5.4% | epoch: 1 | remaining: 36s    
step 00603 (88.1%) | loss: 3.353543 | lrm: 0.40 | dt: 397ms | tok/sec: 1,319,001 | mfu: 5.2% | epoch: 1 | remaining: 35s    
step 00604 (88.3%) | loss: 3.350153 | lrm: 0.39 | dt: 394ms | tok/sec: 1,329,000 | mfu: 5.3% | epoch: 1 | remaining: 35s    
step 00605 (88.4%) | loss: 3.344094 | lrm: 0.39 | dt: 393ms | tok/sec: 1,335,010 | mfu: 5.3% | epoch: 1 | remaining: 34s    
step 00606 (88.5%) | loss: 3.333731 | lrm: 0.38 | dt: 487ms | tok/sec: 1,075,493 | mfu: 4.3% | epoch: 1 | remaining: 34s    
step 00607 (88.7%) | loss: 3.342117 | lrm: 0.38 | dt: 387ms | tok/sec: 1,356,044 | mfu: 5.4% | epoch: 1 | remaining: 34s    
step 00608 (88.8%) | loss: 3.355056 | lrm: 0.37 | dt: 391ms | tok/sec: 1,341,421 | mfu: 5.3% | epoch: 1 | remaining: 33s    
step 00609 (89.0%) | loss: 3.361726 | lrm: 0.37 | dt: 414ms | tok/sec: 1,265,249 | mfu: 5.0% | epoch: 1 | remaining: 33s    
step 00610 (89.1%) | loss: 3.361693 | lrm: 0.36 | dt: 489ms | tok/sec: 1,072,498 | mfu: 4.3% | epoch: 1 | remaining: 32s    
step 00611 (89.3%) | loss: 3.360815 | lrm: 0.36 | dt: 416ms | tok/sec: 1,258,945 | mfu: 5.0% | epoch: 1 | remaining: 32s    
step 00612 (89.4%) | loss: 3.354915 | lrm: 0.35 | dt: 388ms | tok/sec: 1,351,205 | mfu: 5.4% | epoch: 1 | remaining: 31s    
step 00613 (89.5%) | loss: 3.351334 | lrm: 0.35 | dt: 498ms | tok/sec: 1,052,436 | mfu: 4.2% | epoch: 1 | remaining: 31s    
step 00614 (89.7%) | loss: 4.177086 | lrm: 0.34 | dt: 426ms | tok/sec: 1,231,765 | mfu: 4.9% | epoch: 1 | remaining: 31s    
step 00615 (89.8%) | loss: 4.094987 | lrm: 0.34 | dt: 403ms | tok/sec: 1,302,414 | mfu: 5.2% | epoch: 1 | remaining: 30s    
step 00616 (90.0%) | loss: 4.012950 | lrm: 0.33 | dt: 512ms | tok/sec: 1,023,537 | mfu: 4.1% | epoch: 1 | remaining: 30s    
step 00617 (90.1%) | loss: 3.943070 | lrm: 0.33 | dt: 529ms | tok/sec: 990,301 | mfu: 3.9% | epoch: 1 | remaining: 29s    
step 00618 (90.3%) | loss: 3.897515 | lrm: 0.32 | dt: 457ms | tok/sec: 1,148,114 | mfu: 4.6% | epoch: 1 | remaining: 29s    
step 00619 (90.5%) | loss: 3.842328 | lrm: 0.32 | dt: 511ms | tok/sec: 1,026,409 | mfu: 4.1% | epoch: 1 | remaining: 28s    
